1:463898,0.000191647078100846
1:546375,8.85740595294812e-05
1:614361,0.000127657919937641
1:1111720,6.8457022943699e-07
1:1179832,0.00219076766797561
1:1536125,0.000282604093556219
1:1625877,0.000990865044546847
1:1925961,0.00032465522755547
1:2210623,1.58071156537883e-06
1:2223928,5.5178343533502e-05
1:2251236,1.78190392930914e-05
1:2299580,0.00030627844011952
1:2746341,1.18196972041988e-06
1:3119538,3.5535497685456e-06
1:3125885,4.67630839035166e-14
1:3129361,0.000204315691508476
1:3132687,1.24855935564405e-10
1:3147233,4.61295938157389e-12
1:3149479,0.00112190934620129
1:3154308,1.16135484109335e-15
1:3185944,6.10442623323832e-12
1:3246902,8.82763131647762e-05
1:3253026,0.000144520832819823
1:3263392,0.000236768513760949
1:3314103,3.02281592131896e-09
1:3437667,1.850187459024e-10
1:3484120,4.89205545711399e-05
1:3536138,0.000211887805284785
1:3618654,3.07215666916963e-05
1:3688337,8.86616144600682e-06
1:3694023,1.23921641825131e-06
1:3885895,0.000192075934353625
1:4029248,0.000563269284584543
1:4180793,4.39847428439758e-05
1:4187399,3.79728535772676e-06
1:4434015,2.72093369528686e-08
1:4442576,7.22490198869003e-07
1:4442607,5.95625711166775e-05
1:4449778,1.10282071167598e-05
1:4450353,1.08854285066151e-06
1:4488979,0.000297566673697039
1:4490857,2.36906226624625e-05
1:4494006,3.0083702009801e-09
1:4501582,2.88549614801956e-07
1:4503246,1.57842691103137e-06
1:4731123,0.0011825858522497
1:5082803,0.00117236724253884
1:5318679,0.00202578913310882
1:5392758,1.96984307787984e-07
1:5398457,0.000548580522015791
1:5525973,7.17388044858906e-08
1:5634098,0.00119683676076016
1:6082428,0.00183543725431307
1:6090913,0.000848518030590861
1:6218977,1.88494777704504e-07
1:6320123,0.000849441495816449
1:6349450,9.14060330128643e-12
1:6352793,0.00125752234571632
1:6369331,9.38388041503007e-06
1:6380788,4.10454508764509e-05
1:6385840,4.3788443519397e-05
1:6392119,0.00132722083917224
1:6444805,2.0639166467397e-05
1:6498211,0.000247275340717318
1:6686869,6.46943055149157e-08
1:6738525,1.50141569424777e-06
1:6745044,0.00201147085022665
1:6752266,0.000448650274816995
1:6916821,2.61223089059489e-08
1:6954385,5.16653666923061e-12
1:6971510,0.00110385591722609
1:7029778,0.00037307188823612
1:7132763,1.48691412165331e-08
1:7208200,6.63574785317147e-12
1:7215471,6.69235853053171e-08
1:7439557,6.52556690459162e-05
1:7471597,6.72720556836651e-05
1:7488315,8.13772647432708e-05
1:7567127,0.000214843583534649
1:7605872,0.000770278449637998
1:7672577,4.09738649656657e-05
